ap_id,latitude,longitude,timestamp
3233,28.214585,83.956257,2019-07-01 00:10:29.000000
3233,28.214585,83.956257,2019-07-01 00:10:25.000000
3233,28.214585,83.956257,2019-07-01 00:10:22.000000
3233,28.214585,83.956257,2019-07-01 00:09:59.000000
3233,28.214585,83.956257,2019-07-01 00:09:55.000000
3233,28.212733,83.961646,2019-07-01 00:09:33.000000
3233,28.212733,83.961646,2019-07-01 00:09:29.000000
3233,28.212733,83.961646,2019-07-01 00:09:25.000000
3233,28.238052000000003,83.98448499999998,2019-07-01 00:08:07.000000
3233,28.238052000000003,83.98448499999998,2019-07-01 00:08:05.000000
3233,28.237854,83.984712,2019-07-01 00:07:49.000000
3233,28.237854,83.984712,2019-07-01 00:07:44.000000
3233,28.237854,83.984712,2019-07-01 00:07:31.000000
3233,28.237854,83.984712,2019-07-01 00:07:23.000000
3233,28.237854,83.984712,2019-07-01 00:06:59.000000
3233,28.237854,83.984712,2019-07-01 00:06:44.000000
3233,28.231804,83.990951,2019-07-01 00:06:38.000000
3233,28.231804,83.990951,2019-07-01 00:06:01.000000
3233,28.200453000000003,83.944298,2019-07-01 00:04:24.000000
3233,28.200453000000003,83.944298,2019-07-01 00:04:19.000000
3233,28.200453000000003,83.944298,2019-07-01 00:04:16.000000
3233,28.200453000000003,83.944298,2019-07-01 00:04:12.000000
3233,28.200407199999997,83.9437193,2019-01-07 00:04:27.250000
3233,28.200436,83.9438777,2019-01-07 00:04:27.093750
3233,28.200448699999995,83.94395920000001,2019-01-07 00:04:26.937500
3233,28.2004663,83.94403670000001,2019-01-07 00:04:26.781250
3233,28.2004683,83.9441037,2019-01-07 00:04:26.625000
3233,28.200336,83.9433453,2019-01-07 00:04:27.875000
3233,28.200368400000002,83.9435103,2019-01-07 00:04:27.562500
3233,28.2003436,83.94330649999999,2019-01-07 00:04:28.500000
3233,28.200362100000003,83.9432892,2019-01-07 00:04:29.125000
3233,28.2004065,83.9432858,2019-01-07 00:04:29.750000
3233,28.200449199999998,83.9433256,2019-01-07 00:04:30.375000
3233,28.2005303,83.9435108,2019-01-07 00:04:31.000000
3233,28.200622999999997,83.9438186,2019-01-07 00:04:31.624999
3233,28.2006044,83.9437614,2019-01-07 00:04:31.416666
3233,28.2005686,83.94362530000001,2019-01-07 00:04:31.208333
3233,28.2006663,83.9438343,2019-01-07 00:04:32.250000
3233,28.200622999999997,83.9438186,2019-01-07 00:04:31.625000
3233,28.2007038,83.943803,2019-01-07 00:04:32.875000
3233,28.200725899999995,83.94374959999999,2019-01-07 00:04:33.500000
3233,28.2006691,83.9434463,2019-01-07 00:04:34.125000
3233,28.2007114,83.94363759999999,2019-01-07 00:04:33.812500
3233,28.200666899999998,83.943342,2019-01-07 00:04:34.750000
3233,28.200625199999998,83.9432166,2019-01-07 00:04:35.375000
3233,28.2005326,83.94308670000001,2019-01-07 00:04:36.000000
3233,28.200468800000003,83.9429348,2019-01-07 00:04:36.625000
3233,28.2005,83.94302009999998,2019-01-07 00:04:36.312500
3233,28.200382799999996,83.9424705,2019-01-07 00:04:37.250000
3233,28.200394300000003,83.9422725,2019-01-07 00:04:37.875000
3233,28.200476199999997,83.9419971,2019-01-07 00:04:38.500000
3233,28.200438899999998,83.9421141,2019-01-07 00:04:38.187500
3233,28.200474699999997,83.9419312,2019-01-07 00:04:39.125000
3233,28.2004093,83.94175129999999,2019-01-07 00:04:39.750000
3233,28.2002782,83.94155040000001,2019-01-07 00:04:40.375000
3233,28.2001814,83.94150040000001,2019-01-07 00:04:41.000000
3233,28.200026399999995,83.9414508,2019-01-07 00:04:41.625000
3233,28.200094699999998,83.9414709,2019-01-07 00:04:41.312500
3233,28.1999917,83.9414161,2019-01-07 00:04:42.250000
3233,28.1999893,83.9413432,2019-01-07 00:04:42.875000
3233,28.200007799999998,83.94129620000001,2019-01-07 00:04:43.500000
3233,28.200333500000003,83.94108759999999,2019-01-07 00:04:44.125000
3233,28.200174600000004,83.9411902,2019-01-07 00:04:43.812500
3233,28.2006748,83.940911,2019-01-07 00:04:44.750000
3233,28.201056400000002,83.9407444,2019-01-07 00:04:45.375000
3233,28.2015377,83.940578,2019-01-07 00:04:46.555556
3233,28.2014039,83.9406882,2019-01-07 00:04:45.965278
3233,28.2015587,83.94075459999999,2019-01-07 00:04:47.111111
3233,28.2015377,83.940578,2019-01-07 00:04:46.555555
3233,28.2013602,83.9412654,2019-01-07 00:04:47.666666
3233,28.2014559,83.9409979,2019-01-07 00:04:47.481481
3233,28.2015268,83.9408512,2019-01-07 00:04:47.296296
3233,28.2013673,83.9413679,2019-01-07 00:04:48.222222
3233,28.201390399999998,83.9414685,2019-01-07 00:04:48.777777
3233,28.2014028,83.94168359999999,2019-01-07 00:04:49.333333
