ap_id,timestamp,latitude,longitude
2299,2019-07-01 00:02:30,27.715090000000004,85.310335
2299,2019-07-01 00:03:05,27.715090000000004,85.310335
2299,2019-07-01 00:04:43,27.715090000000004,85.310335
2299,2019-07-01 00:05:32,27.714551,85.31124100000001
2299,2019-07-01 00:05:48,27.713587,85.315428
2299,2019-07-01 00:06:09,27.707818,85.314495
2299,2019-07-01 00:06:23,27.707818,85.314495
2299,2019-07-01 00:07:10,27.693429,85.313845
2299,2019-07-01 00:07:31,27.693429,85.313845
2299,2019-07-01 00:07:52,27.693429,85.313845
2299,2019-07-01 00:08:10,27.695688,85.30826
2299,2019-07-01 00:09:06,27.695688,85.30826
2299,2019-07-01 00:09:25,27.702997999999997,85.301746
2299,2019-07-01 00:09:44,27.713554,85.302479
2299,2019-07-01 00:10:28,27.713469,85.298376
2299,2019-07-01 00:10:47,27.713949,85.292982
2299,2019-07-01 00:11:02,27.715335999999997,85.28799000000001
2299,2019-07-01 00:11:49,27.715335999999997,85.28799000000001
2299,2019-07-01 00:11:52,27.715591999999997,85.289353
2299,2019-07-01 00:11:59,27.715591999999997,85.289353
