ap_id,timestamp,latitude,longitude
4545,2019-07-01 00:02:30,28.201628000000003,83.969565
4545,2019-07-01 00:03:05,28.201328000000004,83.967702
4545,2019-07-01 00:04:43,28.203124,83.966503
4545,2019-07-01 00:05:32,28.204190999999998,83.96494100000001
4545,2019-07-01 00:05:48,28.204673,83.963927
4545,2019-07-01 00:06:09,28.206959,83.965343
4545,2019-07-01 00:06:23,28.208432000000002,83.95831
4545,2019-07-01 00:07:10,28.212256,83.957178
4545,2019-07-01 00:07:31,28.220211,83.957698
4545,2019-07-01 00:07:52,28.222487,83.95285600000001
4545,2019-07-01 00:08:10,28.224061,83.945796
4545,2019-07-01 00:09:06,28.227393,83.942111
4545,2019-07-01 00:09:25,28.233065999999997,83.923615
4545,2019-07-01 00:09:44,28.233065999999997,83.923615
4545,2019-07-01 00:10:28,28.237249,83.90799100000001
4545,2019-07-01 00:10:47,28.246288,83.889543
4545,2019-07-01 00:11:02,28.247073999999998,83.88288299999999
4545,2019-07-01 00:11:49,28.247073999999998,83.88288299999999
