ap_id,latitude,longitude,timestamp
2299,27.715090000000004,85.310335,2019-07-01 00:02:30.000000
2299,27.715090000000004,85.310335,2019-07-01 00:03:05.000000
2299,27.715813,85.310007,2019-07-01 00:04:43.000000
2299,27.715884,85.310018,2019-01-07 00:04:48.444444
2299,27.716409,85.310051,2019-01-07 00:04:53.888888
2299,27.716741,85.310214,2019-01-07 00:04:59.333333
2299,27.716551,85.310767,2019-01-07 00:05:04.777777
2299,27.716501,85.310822,2019-01-07 00:05:10.222222
2299,27.716254,85.310827,2019-01-07 00:05:15.666666
2299,27.716013,85.311607,2019-01-07 00:05:21.111111
2299,27.715156,85.311425,2019-01-07 00:05:26.555555
2299,27.715090000000004,85.310335,2019-07-01 00:04:43.000000
2299,27.714572,85.311282,2019-07-01 00:05:32.000000
2299,27.715156,85.311425,2019-01-07 00:05:33.230769
2299,27.715882,85.311572,2019-01-07 00:05:34.461538
2299,27.71579,85.312034,2019-01-07 00:05:35.692307
2299,27.716152,85.312111,2019-01-07 00:05:36.923076
2299,27.71612,85.312325,2019-01-07 00:05:38.153846
2299,27.715945,85.312985,2019-01-07 00:05:39.384615
2299,27.715839,85.31288,2019-01-07 00:05:40.615384
2299,27.715453,85.312735,2019-01-07 00:05:41.846153
2299,27.714962,85.31261,2019-01-07 00:05:43.076923
2299,27.71421,85.312446,2019-01-07 00:05:44.307692
2299,27.713778,85.315014,2019-01-07 00:05:45.538461
2299,27.71374,85.315201,2019-01-07 00:05:46.769230
2299,27.714551,85.31124100000002,2019-07-01 00:05:32.000000
2299,27.713678,85.315382,2019-07-01 00:05:48.000000
2299,27.713317,85.317316,2019-01-07 00:05:49.944444
2299,27.713241,85.317661,2019-01-07 00:05:51.888888
2299,27.713212,85.317892,2019-01-07 00:05:53.833333
2299,27.711943,85.317684,2019-01-07 00:05:55.777777
2299,27.711138,85.317575,2019-01-07 00:05:57.722222
2299,27.710154,85.317408,2019-01-07 00:05:59.666666
2299,27.710043,85.317432,2019-01-07 00:06:01.611111
2299,27.71001,85.317448,2019-01-07 00:06:03.555555
2299,27.709944,85.317446,2019-01-07 00:06:05.499999
2299,27.709876,85.317381,2019-01-07 00:06:07.444444
2299,27.709867,85.317354,2019-01-07 00:06:09.388888
2299,27.709485,85.317181,2019-01-07 00:06:11.333333
2299,27.709027,85.31708,2019-01-07 00:06:13.277777
2299,27.706219,85.316299,2019-01-07 00:06:15.222222
2299,27.706386,85.315964,2019-01-07 00:06:17.166666
2299,27.706959,85.314531,2019-01-07 00:06:19.111111
2299,27.707064,85.314225,2019-01-07 00:06:21.055555
2299,27.713587,85.315428,2019-07-01 00:05:48.000000
2299,27.707818,85.314495,2019-07-01 00:06:09.000000
2299,27.707846,85.314291,2019-07-01 00:06:23.000000
2299,27.708406,85.314321,2019-01-07 00:06:25.238095
2299,27.708474,85.314336,2019-01-07 00:06:27.476190
2299,27.708532,85.314386,2019-01-07 00:06:29.714285
2299,27.708588,85.314482,2019-01-07 00:06:31.952380
2299,27.708675,85.3147,2019-01-07 00:06:34.190476
