ap_id,latitude,longitude,timestamp
3233,28.200453000000003,83.944298,2019-07-01 00:04:12.000000
3233,28.200453000000003,83.944298,2019-07-01 00:04:16.000000
3233,28.200453000000003,83.944298,2019-07-01 00:04:19.000000
3233,28.200453000000003,83.944298,2019-07-01 00:04:24.000000
3233,28.200401,83.944261,2019-07-01 00:04:26.000000
3233,28.200468,83.944104,2019-01-07 00:04:26.625000
3233,28.200407,83.943719,2019-01-07 00:04:27.250000
3233,28.200336,83.943345,2019-01-07 00:04:27.875000
3233,28.200344,83.943306,2019-01-07 00:04:28.500000
3233,28.200362,83.943289,2019-01-07 00:04:29.125000
3233,28.200406,83.943286,2019-01-07 00:04:29.750000
3233,28.200449,83.943325,2019-01-07 00:04:30.375000
3233,28.20053,83.943511,2019-01-07 00:04:31.000000
3233,28.200623,83.943819,2019-01-07 00:04:31.625000
3233,28.200666,83.943834,2019-01-07 00:04:32.250000
3233,28.200704,83.943803,2019-01-07 00:04:32.875000
3233,28.200726,83.943749,2019-01-07 00:04:33.500000
3233,28.200669,83.943446,2019-01-07 00:04:34.125000
3233,28.200667,83.943342,2019-01-07 00:04:34.750000
3233,28.200625,83.943217,2019-01-07 00:04:35.375000
3233,28.200533,83.943087,2019-01-07 00:04:36.000000
3233,28.200469,83.942935,2019-01-07 00:04:36.625000
3233,28.200383,83.94247,2019-01-07 00:04:37.250000
3233,28.200394,83.942272,2019-01-07 00:04:37.875000
3233,28.200476,83.941997,2019-01-07 00:04:38.500000
3233,28.200475,83.941931,2019-01-07 00:04:39.125000
3233,28.200409,83.941751,2019-01-07 00:04:39.750000
3233,28.200278,83.94155,2019-01-07 00:04:40.375000
3233,28.200181,83.9415,2019-01-07 00:04:41.000000
3233,28.200026,83.941451,2019-01-07 00:04:41.625000
3233,28.199992,83.941416,2019-01-07 00:04:42.250000
3233,28.199989,83.941343,2019-01-07 00:04:42.875000
3233,28.200008,83.941296,2019-01-07 00:04:43.500000
3233,28.200333,83.941088,2019-01-07 00:04:44.125000
